Attrition,Business,CF Age Band,CF Attrition Lable,Department,Education Field,Emp No,Employee Number,Gender,Job Role,Marital Status,Overtime,Over 18,Training Times,Traning Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Education ,EmployeeCount,Environment Satisfaction,Hourly Rate,Job Involvement,job Level,Job  Satisfaction,Monthly income,Monthly Rate ,Num Companies Worked,Percent Sallary Hike ,Performance Rating Relationship Satisfactior,Standard Hours,Stock Optional Level,total work years,Work
No,Corporate,50-59,Attrited,HR,Engineering,868,1868,Female,Engineer,Married,No,Y,9,0,-2,0,50,No,449,44,5,5,1,3,55,3,5,2,2742,3612,5,18,4,80,1,30,24
Yes,Corporate,60-69,Current,HR,Engineering,869,1869,Male,Engineer,Married,Yes,Y,8,7,-2,0,60,No,806,44,3,2,1,2,52,2,4,1,19067,8500,5,18,5,80,0,21,38
Yes,Corporate,50-59,Attrited,IT,Medical,870,1870,Female,Analyst,Divorced,Yes,Y,10,5,-2,0,54,No,874,36,1,2,1,3,60,3,1,4,10398,8192,4,24,5,80,1,39,38
No,Corporate,40-49,Current,R&D,Engineering,871,1871,Female,Clerk,Married,Yes,Y,7,4,-2,0,48,No,442,15,3,2,1,3,39,4,1,1,12552,2885,3,1,5,80,2,25,59
No,Corporate,50-59,Current,Sales,Science,872,1872,Female,Executive,Married,No,Y,7,3,-2,0,58,No,704,12,1,3,1,4,26,1,3,1,18073,8299,6,19,2,80,1,15,67
No,Corporate,10-19,Current,R&D,Commerce,873,1873,Male,Executive,Married,Yes,Y,7,7,-2,0,19,No,774,42,2,4,1,3,58,4,5,4,1796,13701,0,10,4,80,0,25,19
Yes,Corporate,40-49,Attrited,R&D,Arts,874,1874,Male,Analyst,Married,No,Y,3,8,-2,0,41,No,884,11,4,4,1,3,38,2,3,4,7694,3880,2,3,1,80,1,18,51
Yes,Corporate,30-39,Attrited,IT,Arts,875,1875,Male,Executive,Divorced,No,Y,9,5,-2,0,30,No,140,42,4,4,1,3,74,3,2,2,17910,18767,3,24,4,80,1,36,0
No,Corporate,20-29,Current,R&D,Science,876,1876,Male,Engineer,Married,Yes,Y,9,4,-2,0,29,No,897,5,1,2,1,3,58,4,5,3,17723,2248,9,0,2,80,1,30,78
Yes,Corporate,30-39,Attrited,IT,Commerce,877,1877,Female,Executive,Married,Yes,Y,10,5,-2,0,34,No,802,35,1,3,1,2,82,4,5,3,1672,19473,10,25,4,80,3,13,81
No,Corporate,30-39,Current,Sales,Arts,878,1878,Female,Executive,Married,No,Y,6,8,-2,0,39,No,845,37,1,2,1,2,61,4,3,4,19536,9443,2,19,5,80,3,5,84
Yes,Corporate,20-29,Current,Sales,Science,879,1879,Male,Clerk,Divorced,No,Y,2,3,-2,0,24,No,839,45,1,5,1,2,32,2,5,3,11798,8283,1,22,2,80,2,33,67
No,Corporate,20-29,Current,Finance,Commerce,880,1880,Male,Clerk,Divorced,No,Y,6,10,-2,0,20,No,336,5,2,3,1,4,53,3,2,2,9668,11255,1,20,2,80,0,22,21
No,Corporate,50-59,Attrited,Finance,Commerce,881,1881,Male,Engineer,Single,No,Y,1,0,-2,0,59,No,321,30,3,2,1,1,71,2,4,1,16515,11394,3,23,3,80,0,31,0
Yes,Corporate,20-29,Attrited,IT,Arts,882,1882,Female,Analyst,Single,Yes,Y,9,3,-2,0,24,No,198,33,3,5,1,1,94,1,4,2,3373,18251,7,5,5,80,3,29,65
Yes,Corporate,30-39,Current,Finance,Arts,883,1883,Male,Analyst,Married,Yes,Y,9,1,-2,0,30,Yes,394,40,5,3,1,1,91,1,2,3,16804,7833,9,8,2,80,0,19,100
Yes,Corporate,40-49,Attrited,HR,Commerce,884,1884,Male,Manager,Married,No,Y,8,9,-2,0,43,No,740,26,3,2,1,4,38,4,2,4,9582,16962,9,5,4,80,3,7,48
No,Corporate,20-29,Current,Finance,Arts,885,1885,Male,Analyst,Divorced,No,Y,1,9,-2,0,23,Yes,223,44,3,2,1,4,99,4,3,2,7873,13760,2,1,5,80,1,39,29
No,Corporate,40-49,Current,IT,Medical,886,1886,Male,Manager,Married,Yes,Y,10,10,-2,0,48,Yes,456,7,5,4,1,2,22,2,2,4,8660,1333,10,11,2,80,1,17,72
Yes,Corporate,50-59,Current,Sales,Arts,887,1887,Male,Executive,Single,Yes,Y,3,9,-2,0,56,Yes,191,24,5,2,1,1,88,4,1,4,3589,2127,7,19,4,80,1,0,50
Yes,Corporate,10-19,Attrited,IT,Commerce,888,1888,Female,Executive,Divorced,No,Y,6,10,-2,0,19,Yes,767,5,5,2,1,1,49,3,5,2,3347,1900,7,7,1,80,0,24,12
Yes,Corporate,30-39,Attrited,Sales,Science,889,1889,Female,Clerk,Married,Yes,Y,2,0,-2,0,32,Yes,374,31,3,2,1,1,84,1,5,3,5672,8759,1,12,4,80,2,20,30
Yes,Corporate,30-39,Attrited,Finance,Engineering,890,1890,Male,Engineer,Divorced,No,Y,7,8,-2,0,33,Yes,363,7,3,2,1,1,26,4,4,2,14727,13691,6,18,4,80,2,24,20
Yes,Corporate,40-49,Attrited,Sales,Arts,891,1891,Male,Executive,Single,Yes,Y,7,5,-2,0,48,Yes,618,26,4,4,1,3,89,3,3,4,19139,6808,7,14,5,80,0,29,92
No,Corporate,40-49,Attrited,HR,Arts,892,1892,Female,Engineer,Divorced,No,Y,6,6,-2,0,44,No,412,38,3,5,1,2,59,3,5,2,12401,13188,10,9,1,80,0,9,15
Yes,Corporate,40-49,Current,Sales,Arts,893,1893,Male,Executive,Single,No,Y,5,4,-2,0,45,Yes,645,4,3,2,1,2,40,2,1,3,9693,12118,3,7,2,80,1,6,90
No,Corporate,50-59,Attrited,Finance,Commerce,894,1894,Male,Engineer,Married,No,Y,3,7,-2,0,50,Yes,721,33,2,2,1,1,97,2,1,2,5785,5293,7,1,1,80,0,4,28
No,Corporate,30-39,Attrited,Sales,Commerce,895,1895,Female,Manager,Divorced,No,Y,2,0,-2,0,30,Yes,685,48,2,1,1,2,45,2,4,1,19051,11437,5,0,5,80,2,14,13
No,Corporate,30-39,Current,Sales,Commerce,896,1896,Female,Engineer,Divorced,Yes,Y,3,6,-2,0,34,Yes,350,6,2,3,1,2,32,3,1,3,4199,17587,4,21,3,80,1,31,65
No,Corporate,20-29,Current,Sales,Science,897,1897,Male,Engineer,Single,Yes,Y,5,7,-2,0,21,Yes,986,23,3,4,1,1,25,4,4,1,2292,4857,8,0,1,80,3,16,5
No,Corporate,50-59,Current,Sales,Engineering,898,1898,Male,Manager,Single,No,Y,9,9,-2,0,57,Yes,265,9,1,5,1,1,59,1,3,3,6401,4869,9,0,4,80,0,32,56
No,Corporate,30-39,Current,IT,Commerce,899,1899,Female,Analyst,Single,Yes,Y,4,8,-2,0,37,Yes,330,10,2,4,1,4,35,3,2,3,12111,18526,7,21,3,80,2,34,68
No,Corporate,50-59,Current,Sales,Engineering,900,1900,Male,Clerk,Single,Yes,Y,2,6,-2,0,58,No,347,43,4,2,1,4,73,4,4,2,10780,14233,3,7,3,80,1,38,29
No,Corporate,30-39,Attrited,R&D,Commerce,901,1901,Female,Clerk,Divorced,Yes,Y,8,4,-2,0,30,Yes,751,33,2,4,1,2,37,2,4,2,17267,5805,7,19,4,80,2,37,88
No,Corporate,20-29,Current,Sales,Arts,902,1902,Male,Executive,Single,No,Y,5,4,-2,0,29,Yes,940,1,5,4,1,1,76,3,4,1,17152,14679,5,5,2,80,2,37,26
No,Corporate,50-59,Attrited,R&D,Arts,903,1903,Male,Manager,Divorced,Yes,Y,2,4,-2,0,56,Yes,859,21,1,1,1,3,61,2,4,1,2015,7501,5,6,1,80,1,30,18
Yes,Corporate,50-59,Attrited,HR,Commerce,904,1904,Male,Analyst,Divorced,No,Y,8,9,-2,0,56,No,124,22,5,4,1,4,82,3,5,1,14591,11397,6,21,1,80,2,26,66
Yes,Corporate,30-39,Attrited,Sales,Medical,905,1905,Male,Analyst,Single,Yes,Y,9,9,-2,0,39,Yes,339,14,5,4,1,3,78,2,2,2,15405,5831,4,13,2,80,1,39,82
No,Corporate,20-29,Attrited,HR,Arts,906,1906,Female,Manager,Single,No,Y,8,7,-2,0,28,No,386,25,4,1,1,3,55,2,2,3,17985,1670,10,4,5,80,2,6,52
Yes,Corporate,20-29,Attrited,R&D,Arts,907,1907,Male,Engineer,Single,Yes,Y,6,7,-2,0,29,No,944,46,2,3,1,2,93,3,4,3,1011,18029,7,12,3,80,2,40,79
No,Corporate,30-39,Attrited,Sales,Science,908,1908,Male,Analyst,Single,Yes,Y,10,1,-2,0,34,No,691,14,1,2,1,1,41,4,5,1,7269,3036,5,1,5,80,2,19,13
Yes,Corporate,30-39,Attrited,R&D,Science,909,1909,Female,Analyst,Single,Yes,Y,5,0,-2,0,37,Yes,478,4,4,5,1,1,89,2,5,2,19753,17587,2,19,5,80,3,7,13
Yes,Corporate,40-49,Attrited,IT,Science,910,1910,Male,Clerk,Divorced,No,Y,5,2,-2,0,40,Yes,815,23,1,3,1,3,77,4,3,2,9499,17817,6,10,2,80,2,29,59
No,Corporate,30-39,Current,HR,Science,911,1911,Female,Engineer,Married,No,Y,6,6,-2,0,36,Yes,651,44,1,3,1,3,68,1,2,4,3277,16087,7,5,3,80,3,27,2
Yes,Corporate,30-39,Current,Sales,Medical,912,1912,Male,Engineer,Divorced,No,Y,5,8,-2,0,37,No,349,32,5,2,1,4,31,1,2,1,10071,18900,0,12,2,80,3,1,59
No,Corporate,30-39,Attrited,Sales,Engineering,913,1913,Female,Clerk,Married,No,Y,6,9,-2,0,30,Yes,204,50,4,4,1,2,39,2,5,3,3536,12700,9,18,3,80,2,35,42
Yes,Corporate,50-59,Attrited,Sales,Commerce,914,1914,Male,Analyst,Single,No,Y,10,10,-2,0,53,Yes,384,17,3,1,1,3,37,4,4,2,14148,2537,2,22,3,80,3,16,41
Yes,Corporate,30-39,Attrited,IT,Commerce,915,1915,Male,Manager,Single,No,Y,10,3,-2,0,38,Yes,855,39,2,2,1,1,29,1,3,3,17434,15835,9,20,4,80,2,9,93
Yes,Corporate,10-19,Current,Sales,Medical,916,1916,Male,Engineer,Married,Yes,Y,6,4,-2,0,19,No,566,4,5,5,1,3,25,3,1,3,6284,16035,5,6,1,80,0,3,29
No,Corporate,30-39,Attrited,HR,Engineering,917,1917,Male,Executive,Single,No,Y,3,8,-2,0,33,Yes,842,41,5,5,1,4,86,2,3,3,7174,4030,2,14,5,80,1,10,94
Yes,Corporate,20-29,Current,IT,Engineering,918,1918,Female,Engineer,Single,No,Y,9,7,-2,0,25,Yes,197,46,4,5,1,1,51,3,2,3,19010,11579,4,13,1,80,2,15,61
Yes,Corporate,50-59,Attrited,Sales,Science,919,1919,Female,Manager,Divorced,Yes,Y,1,1,-2,0,56,Yes,427,41,4,5,1,4,91,1,4,2,15769,13954,3,16,3,80,2,14,90
No,Corporate,20-29,Attrited,HR,Science,920,1920,Male,Analyst,Divorced,Yes,Y,2,2,-2,0,27,Yes,422,20,2,2,1,3,91,4,3,2,8193,18577,3,8,4,80,0,14,73
Yes,Corporate,30-39,Attrited,HR,Science,921,1921,Female,Analyst,Single,No,Y,2,9,-2,0,32,Yes,569,28,5,2,1,2,27,4,2,4,16283,4283,4,0,5,80,1,15,100
Yes,Corporate,10-19,Current,Finance,Commerce,922,1922,Male,Manager,Divorced,No,Y,6,5,-2,0,19,No,282,30,5,2,1,4,68,4,5,3,14035,7040,10,23,1,80,2,11,99
No,Corporate,50-59,Attrited,Sales,Science,923,1923,Male,Analyst,Single,No,Y,9,10,-2,0,51,No,351,19,2,2,1,1,86,1,3,2,17026,11654,4,24,2,80,1,35,99
Yes,Corporate,40-49,Attrited,Finance,Engineering,924,1924,Male,Clerk,Married,Yes,Y,5,10,-2,0,45,Yes,399,3,1,2,1,2,58,3,2,1,16404,6800,3,4,4,80,1,1,21
Yes,Corporate,30-39,Current,Sales,Engineering,925,1925,Male,Manager,Divorced,Yes,Y,5,5,-2,0,38,No,186,8,5,1,1,2,59,1,5,4,4807,14633,1,7,1,80,2,11,37
No,Corporate,50-59,Current,R&D,Medical,926,1926,Male,Executive,Divorced,Yes,Y,2,4,-2,0,53,No,794,27,2,2,1,3,27,1,1,1,6680,12847,8,20,4,80,3,14,77
No,Corporate,30-39,Attrited,IT,Medical,927,1927,Male,Manager,Married,No,Y,3,9,-2,0,31,Yes,411,42,4,2,1,3,92,2,3,2,19898,5006,2,21,1,80,3,18,9
No,Corporate,20-29,Current,Sales,Medical,928,1928,Female,Executive,Divorced,No,Y,3,0,-2,0,22,No,340,42,2,4,1,3,98,1,4,1,9434,9834,10,18,1,80,2,35,61
No,Corporate,40-49,Attrited,Finance,Engineering,929,1929,Female,Engineer,Divorced,No,Y,8,9,-2,0,48,No,732,1,1,4,1,2,29,3,1,1,12181,11133,1,4,3,80,0,20,51
Yes,Corporate,30-39,Current,HR,Medical,930,1930,Female,Executive,Married,Yes,Y,3,2,-2,0,35,Yes,544,26,3,2,1,3,49,2,3,4,7299,17803,5,8,1,80,1,37,87
No,Corporate,30-39,Attrited,Sales,Science,931,1931,Male,Analyst,Married,Yes,Y,10,5,-2,0,39,Yes,701,42,2,2,1,2,49,4,3,1,5006,6951,2,13,2,80,0,11,4
No,Corporate,60-69,Current,Finance,Engineering,932,1932,Male,Engineer,Divorced,No,Y,5,7,-2,0,60,Yes,227,13,1,1,1,1,89,1,4,3,13994,18201,8,25,2,80,3,7,19
Yes,Corporate,50-59,Attrited,Finance,Engineering,933,1933,Female,Analyst,Married,Yes,Y,3,8,-2,0,54,No,114,39,3,1,1,1,42,4,5,2,8160,17693,9,10,3,80,3,7,75
No,Corporate,50-59,Attrited,HR,Science,934,1934,Male,Engineer,Divorced,Yes,Y,6,4,-2,0,52,Yes,638,3,4,1,1,4,86,4,1,1,11133,4878,0,24,2,80,2,5,85
No,Corporate,50-59,Current,Finance,Engineering,935,1935,Female,Manager,Divorced,Yes,Y,10,7,-2,0,57,No,944,6,3,3,1,2,30,1,3,2,19672,18765,6,4,1,80,1,11,54
Yes,Corporate,30-39,Current,R&D,Commerce,936,1936,Female,Engineer,Divorced,Yes,Y,8,4,-2,0,33,No,619,23,5,4,1,2,88,4,2,4,7150,1117,0,1,4,80,1,2,86
Yes,Corporate,20-29,Current,R&D,Commerce,937,1937,Female,Manager,Married,No,Y,3,5,-2,0,25,Yes,454,9,4,3,1,4,82,3,2,2,10164,6902,5,0,3,80,3,38,33
Yes,Corporate,50-59,Current,R&D,Medical,938,1938,Female,Manager,Single,Yes,Y,2,10,-2,0,51,No,892,22,4,1,1,1,36,1,3,2,15390,18809,7,22,3,80,1,6,33
Yes,Corporate,20-29,Attrited,HR,Commerce,939,1939,Female,Clerk,Married,Yes,Y,3,2,-2,0,24,Yes,646,14,1,2,1,4,95,3,5,1,19575,3129,9,1,3,80,0,26,73
Yes,Corporate,10-19,Current,HR,Commerce,940,1940,Female,Executive,Married,No,Y,1,6,-2,0,18,Yes,950,41,1,4,1,4,38,1,4,1,5091,12717,5,21,2,80,3,38,66
No,Corporate,50-59,Current,Sales,Commerce,941,1941,Female,Clerk,Married,No,Y,4,10,-2,0,55,Yes,955,27,1,2,1,3,98,4,3,2,9781,15305,5,21,4,80,3,17,97
Yes,Corporate,40-49,Attrited,HR,Commerce,942,1942,Female,Executive,Married,Yes,Y,10,9,-2,0,48,Yes,590,39,1,4,1,3,47,1,1,4,5613,9687,7,17,1,80,1,14,27
Yes,Corporate,40-49,Attrited,R&D,Science,943,1943,Female,Engineer,Married,Yes,Y,4,7,-2,0,48,No,615,25,4,3,1,3,99,2,1,3,12008,11184,3,6,2,80,2,25,50
No,Corporate,60-69,Current,Sales,Commerce,944,1944,Female,Manager,Divorced,No,Y,8,9,-2,0,60,Yes,128,42,1,3,1,2,51,3,4,4,7614,17256,2,13,3,80,3,18,10
Yes,Corporate,50-59,Attrited,Sales,Engineering,945,1945,Female,Analyst,Married,Yes,Y,6,0,-2,0,54,No,361,23,4,3,1,3,64,4,2,4,1955,11156,5,21,2,80,2,24,32
No,Corporate,30-39,Current,Finance,Medical,946,1946,Female,Clerk,Single,No,Y,9,7,-2,0,39,No,771,44,4,3,1,2,98,1,5,4,10441,18587,1,21,2,80,2,0,90
Yes,Corporate,30-39,Attrited,R&D,Commerce,947,1947,Female,Clerk,Single,Yes,Y,2,7,-2,0,33,No,957,9,1,2,1,4,90,2,1,2,5492,11151,1,9,5,80,2,22,40
Yes,Corporate,30-39,Attrited,IT,Medical,948,1948,Female,Clerk,Married,No,Y,2,9,-2,0,32,No,906,38,4,4,1,2,48,4,5,3,1983,16025,5,15,2,80,0,1,34
Yes,Corporate,30-39,Current,Finance,Arts,949,1949,Male,Executive,Divorced,No,Y,4,6,-2,0,32,No,674,8,4,3,1,1,95,2,1,4,11483,1307,0,7,4,80,1,19,11
No,Corporate,50-59,Current,Sales,Arts,950,1950,Female,Executive,Married,Yes,Y,3,6,-2,0,59,No,809,23,1,5,1,3,91,3,4,4,11366,11395,2,3,1,80,0,18,51
No,Corporate,30-39,Current,R&D,Engineering,951,1951,Male,Analyst,Divorced,Yes,Y,7,4,-2,0,38,No,906,1,4,2,1,4,95,2,5,1,11731,8484,10,13,2,80,2,5,50
No,Corporate,30-39,Current,R&D,Arts,952,1952,Female,Analyst,Married,No,Y,8,0,-2,0,30,No,157,50,1,5,1,4,78,3,1,4,13756,7424,2,6,1,80,1,22,71
Yes,Corporate,30-39,Current,HR,Science,953,1953,Female,Engineer,Divorced,No,Y,2,5,-2,0,39,Yes,349,18,1,2,1,3,61,2,5,2,19903,2929,9,15,5,80,3,6,19
Yes,Corporate,40-49,Attrited,Finance,Commerce,954,1954,Male,Analyst,Single,No,Y,10,4,-2,0,46,No,146,30,5,5,1,3,95,4,5,3,19990,18542,6,17,3,80,3,12,99
Yes,Corporate,40-49,Attrited,IT,Science,955,1955,Male,Clerk,Divorced,No,Y,1,9,-2,0,47,Yes,371,5,3,2,1,1,32,3,3,2,1668,10258,6,10,3,80,0,10,81
No,Corporate,30-39,Current,Finance,Arts,956,1956,Male,Executive,Single,No,Y,8,9,-2,0,37,No,608,41,3,5,1,3,62,4,3,1,12637,2005,10,2,4,80,0,0,87
Yes,Corporate,60-69,Attrited,IT,Arts,957,1957,Female,Manager,Single,Yes,Y,1,5,-2,0,60,Yes,601,35,5,5,1,2,85,4,1,2,13250,19540,3,11,2,80,1,2,35
Yes,Corporate,20-29,Attrited,IT,Commerce,958,1958,Female,Executive,Divorced,No,Y,5,7,-2,0,28,Yes,333,15,4,1,1,2,49,4,4,4,7220,4786,8,15,1,80,0,28,30
No,Corporate,50-59,Current,R&D,Engineering,959,1959,Male,Manager,Divorced,Yes,Y,4,7,-2,0,52,No,997,6,4,2,1,4,44,4,4,4,3371,13995,10,17,1,80,0,15,68
No,Corporate,30-39,Current,R&D,Medical,960,1960,Male,Executive,Single,No,Y,10,7,-2,0,31,No,918,47,4,3,1,4,99,4,4,4,9182,5934,7,13,4,80,0,37,40
Yes,Corporate,30-39,Current,Sales,Commerce,961,1961,Female,Clerk,Divorced,No,Y,1,4,-2,0,35,No,174,9,2,5,1,4,46,4,3,1,9324,17197,4,22,2,80,1,11,46
No,Corporate,40-49,Current,Finance,Engineering,962,1962,Female,Manager,Married,No,Y,9,5,-2,0,47,No,904,43,5,2,1,3,52,4,4,4,19399,3227,6,19,2,80,2,17,98
Yes,Corporate,30-39,Current,R&D,Commerce,963,1963,Male,Clerk,Divorced,No,Y,1,1,-2,0,34,No,425,32,5,5,1,4,63,3,5,4,8574,6328,2,2,4,80,2,8,9
No,Corporate,20-29,Current,Sales,Commerce,964,1964,Male,Analyst,Married,Yes,Y,3,6,-2,0,20,Yes,200,48,2,2,1,1,31,3,4,3,12367,6046,1,10,1,80,2,38,74
No,Corporate,20-29,Attrited,HR,Medical,965,1965,Female,Engineer,Single,Yes,Y,6,4,-2,0,23,No,148,33,1,4,1,3,27,1,4,1,6539,15807,8,8,4,80,2,0,11
Yes,Corporate,20-29,Current,IT,Medical,966,1966,Female,Manager,Married,Yes,Y,9,10,-2,0,21,Yes,639,39,5,1,1,4,83,3,2,1,16104,7902,1,24,4,80,0,39,12
No,Corporate,20-29,Current,Sales,Science,967,1967,Male,Analyst,Single,Yes,Y,7,8,-2,0,25,Yes,282,5,1,5,1,2,24,4,4,3,8874,3595,8,10,5,80,1,0,16
No,Corporate,50-59,Current,R&D,Medical,968,1968,Female,Analyst,Single,No,Y,3,5,-2,0,53,No,455,45,1,4,1,2,79,1,2,3,16108,13190,8,6,3,80,1,23,71
Yes,Corporate,30-39,Current,IT,Arts,969,1969,Female,Manager,Single,No,Y,4,10,-2,0,33,Yes,207,32,4,1,1,2,86,3,1,1,8054,12694,5,7,2,80,0,0,1
Yes,Corporate,20-29,Attrited,IT,Arts,970,1970,Female,Manager,Married,No,Y,2,1,-2,0,20,No,431,14,5,2,1,3,49,1,4,1,14554,15937,9,3,5,80,0,12,96
No,Corporate,30-39,Attrited,HR,Commerce,971,1971,Male,Engineer,Single,No,Y,6,2,-2,0,33,Yes,283,21,5,4,1,3,83,4,3,3,7750,8953,9,1,5,80,3,17,57
No,Corporate,40-49,Current,IT,Engineering,972,1972,Female,Analyst,Divorced,Yes,Y,6,0,-2,0,40,Yes,896,36,4,4,1,4,99,1,1,3,17141,17941,0,22,1,80,0,15,24
Yes,Corporate,30-39,Attrited,Finance,Commerce,973,1973,Female,Analyst,Single,Yes,Y,6,9,-2,0,32,No,738,1,2,3,1,3,69,4,4,1,13343,16200,10,14,3,80,2,14,9
Yes,Corporate,40-49,Current,Sales,Engineering,974,1974,Female,Manager,Single,No,Y,6,3,-2,0,42,No,129,24,1,2,1,2,26,3,4,2,18103,6708,0,22,5,80,2,11,63
Yes,Corporate,40-49,Attrited,R&D,Engineering,975,1975,Male,Clerk,Single,Yes,Y,6,2,-2,0,46,No,609,42,2,3,1,3,83,1,1,1,2580,3146,9,1,1,80,1,36,68
No,Corporate,20-29,Attrited,Sales,Medical,976,1976,Female,Executive,Married,Yes,Y,3,0,-2,0,27,Yes,116,20,3,5,1,2,49,1,3,1,19596,16607,9,24,1,80,1,34,38
No,Corporate,50-59,Current,Sales,Arts,977,1977,Female,Manager,Divorced,Yes,Y,3,3,-2,0,51,Yes,894,6,3,4,1,3,87,1,3,3,1198,17945,0,3,3,80,2,40,99
No,Corporate,20-29,Attrited,IT,Medical,978,1978,Female,Executive,Single,Yes,Y,4,5,-2,0,29,Yes,810,18,2,1,1,4,78,1,4,3,7901,16797,7,19,2,80,0,25,11
Yes,Corporate,40-49,Current,Sales,Arts,979,1979,Male,Engineer,Divorced,Yes,Y,4,0,-2,0,44,No,411,10,2,5,1,3,38,4,4,4,17802,10197,3,18,5,80,0,22,89
No,Corporate,40-49,Current,Sales,Commerce,980,1980,Female,Clerk,Single,Yes,Y,9,2,-2,0,40,Yes,550,3,5,1,1,2,93,4,4,1,11491,6605,1,6,5,80,2,21,50
No,Corporate,30-39,Current,HR,Commerce,981,1981,Female,Manager,Single,No,Y,8,6,-2,0,34,No,851,20,2,3,1,4,97,3,4,1,3331,10565,5,16,1,80,0,7,86
No,Corporate,20-29,Attrited,IT,Science,982,1982,Female,Executive,Divorced,No,Y,2,9,-2,0,26,No,679,23,3,1,1,1,20,2,1,4,3368,15928,9,11,4,80,0,32,82
Yes,Corporate,50-59,Current,Finance,Medical,983,1983,Female,Manager,Married,No,Y,3,0,-2,0,59,Yes,905,36,3,1,1,3,20,2,5,3,4717,3358,9,2,4,80,2,32,66
No,Corporate,20-29,Current,Finance,Engineering,984,1984,Female,Engineer,Single,No,Y,10,8,-2,0,20,Yes,459,9,5,1,1,1,36,3,3,4,12665,6343,9,11,1,80,2,34,81
No,Corporate,20-29,Current,R&D,Engineering,985,1985,Female,Engineer,Divorced,No,Y,4,6,-2,0,22,Yes,922,45,1,4,1,3,77,3,2,4,11532,11006,9,19,5,80,2,12,97
No,Corporate,20-29,Current,HR,Commerce,986,1986,Male,Manager,Divorced,Yes,Y,9,0,-2,0,22,No,231,43,3,3,1,1,94,1,1,3,15385,3888,2,12,5,80,3,11,89
Yes,Corporate,20-29,Attrited,IT,Engineering,987,1987,Male,Clerk,Single,Yes,Y,6,3,-2,0,28,Yes,287,8,5,3,1,4,86,2,4,4,15270,17329,2,22,3,80,0,23,64
No,Corporate,40-49,Attrited,R&D,Commerce,988,1988,Female,Clerk,Married,No,Y,6,3,-2,0,41,Yes,500,13,2,2,1,4,48,4,1,2,6944,15932,9,2,3,80,1,7,95
Yes,Corporate,50-59,Attrited,HR,Engineering,989,1989,Male,Engineer,Single,Yes,Y,5,5,-2,0,58,No,929,7,4,4,1,1,61,2,4,3,13723,15419,6,1,2,80,2,37,44
Yes,Corporate,20-29,Current,IT,Arts,990,1990,Female,Analyst,Single,No,Y,9,2,-2,0,25,No,760,21,3,3,1,4,78,4,5,1,18461,17998,3,13,3,80,0,7,40
Yes,Corporate,50-59,Attrited,Finance,Arts,991,1991,Male,Clerk,Married,No,Y,9,2,-2,0,56,Yes,529,39,1,5,1,1,49,1,3,2,6890,15833,6,12,3,80,1,27,2
No,Corporate,40-49,Attrited,Sales,Engineering,992,1992,Female,Engineer,Married,Yes,Y,8,1,-2,0,42,No,901,36,2,4,1,1,99,2,5,2,16518,18587,1,24,5,80,3,24,94
Yes,Corporate,20-29,Attrited,Finance,Engineering,993,1993,Female,Manager,Divorced,No,Y,8,3,-2,0,24,No,288,34,3,5,1,2,99,3,3,1,14923,4067,8,2,4,80,1,0,17
Yes,Corporate,60-69,Current,Sales,Engineering,994,1994,Male,Executive,Single,Yes,Y,5,0,-2,0,60,No,716,4,3,5,1,4,38,2,4,3,1860,13639,0,11,4,80,1,31,23
Yes,Corporate,50-59,Current,HR,Arts,995,1995,Female,Engineer,Divorced,Yes,Y,10,5,-2,0,56,Yes,220,49,3,2,1,2,50,4,1,4,16291,4035,6,23,3,80,0,37,73
Yes,Corporate,10-19,Current,R&D,Medical,996,1996,Male,Manager,Divorced,No,Y,8,5,-2,0,19,No,713,25,5,1,1,4,95,2,4,1,12583,8449,0,2,5,80,1,26,84
No,Corporate,30-39,Attrited,Sales,Commerce,997,1997,Female,Executive,Single,No,Y,8,6,-2,0,33,No,263,28,2,2,1,3,32,1,1,2,8103,3729,0,19,4,80,2,19,5
No,Corporate,50-59,Current,R&D,Science,998,1998,Male,Engineer,Divorced,Yes,Y,7,2,-2,0,54,Yes,113,12,4,5,1,3,85,1,1,4,6218,11103,7,8,2,80,0,40,27
Yes,Corporate,30-39,Attrited,R&D,Commerce,999,1999,Male,Manager,Married,Yes,Y,10,1,-2,0,37,No,400,2,5,2,1,2,69,2,5,2,15221,2114,9,1,3,80,3,24,50
Yes,Corporate,30-39,Current,Finance,Science,1000,2000,Male,Engineer,Married,Yes,Y,10,6,-2,0,37,Yes,646,26,1,2,1,1,80,1,5,1,13642,1144,3,3,2,80,1,14,100
Yes,Corporate,30-39,Current,Sales,Engineering,1001,2001,Male,Manager,Single,Yes,Y,6,1,-2,0,34,No,469,21,3,3,1,4,93,4,3,4,18933,10481,1,0,3,80,1,21,74
No,Corporate,60-69,Current,HR,Science,1002,2002,Female,Engineer,Single,No,Y,4,5,-2,0,60,No,291,19,2,2,1,1,97,4,4,4,6364,9650,7,1,3,80,1,31,8
No,Corporate,10-19,Attrited,IT,Engineering,1003,2003,Female,Clerk,Divorced,No,Y,6,8,-2,0,18,Yes,551,19,1,4,1,1,70,4,3,3,3565,12080,7,19,3,80,2,3,84
Yes,Corporate,20-29,Current,IT,Commerce,1004,2004,Male,Clerk,Single,No,Y,8,5,-2,0,20,Yes,427,21,5,5,1,4,50,4,3,3,13268,15612,10,14,2,80,1,32,78
